; "Tesla K80", "CC", 3.7, "Multiprocessors", 13, "Memory [MiB]", 11439, "MemoryFree [MiB]", 11376, "MemClock [MHz]", 2505, "GPUClock [MHz]", 562, "CUDA Runtime", 8000, "cufft", 8000
; "Time_ContextCreate [ms]", 65.9818
; "Time_ContextDestroy [ms]", 186.605
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","0","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","ID"
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.420279,0.901042,9.2e-05,29.9087,6.11997,6.08477,18.443,0.430492,62.4118,1.34218e+08,1.34218e+08,1.34218e+08,4
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.410711,0.919604,8.6e-05,30.012,6.12691,6.08829,18.4347,0.428066,62.5236,1.34218e+08,1.34218e+08,1.34218e+08,5
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.419347,0.914281,9.3e-05,29.9522,6.13126,6.0833,18.7333,0.427069,62.7669,1.34218e+08,1.34218e+08,1.34218e+08,5
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.421025,0.903543,8.8e-05,29.9513,6.12269,6.08352,18.4378,0.437457,62.4607,1.34218e+08,1.34218e+08,1.34218e+08,5
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.408215,1.44592,0.000175,29.9388,6.1241,6.07258,18.5323,0.429057,63.0543,1.34218e+08,1.34218e+08,1.34218e+08,5
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.413836,0.902168,0.000101,30.1399,6.1191,6.07501,18.4388,0.585008,62.7797,1.34218e+08,1.34218e+08,1.34218e+08,5
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.401036,0.903933,9.4e-05,29.9732,6.13619,6.07798,18.4343,0.431968,62.4617,1.34218e+08,1.34218e+08,1.34218e+08,6
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.415258,0.925092,0.000102,30.1053,6.12406,6.0816,18.574,0.443081,62.7707,1.34218e+08,1.34218e+08,1.34218e+08,6
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.419953,0.90237,9.2e-05,29.8442,6.13942,6.07635,18.433,0.471133,62.3871,1.34218e+08,1.34218e+08,1.34218e+08,6
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.417296,0.901136,8.4e-05,30.0718,6.14403,6.06893,18.5412,0.450607,62.6986,1.34218e+08,1.34218e+08,1.34218e+08,6
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.41598,0.902889,8.7e-05,29.9356,6.13005,6.0888,18.5837,0.444855,62.604,1.34218e+08,1.34218e+08,1.34218e+08,6
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.418389,0.903058,0.000192,29.9678,6.1233,6.07078,18.5327,0.450193,62.569,1.34218e+08,1.34218e+08,1.34218e+08,7
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.420413,0.924717,0.000157,29.9677,6.12282,6.08602,18.4371,0.445077,62.5135,1.34218e+08,1.34218e+08,1.34218e+08,7
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.416338,0.901182,0.0001,29.9703,6.12739,6.08755,18.4319,0.470052,62.51,1.34218e+08,1.34218e+08,1.34218e+08,7
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.427411,0.900269,9.9e-05,29.8308,6.12787,6.07642,18.4363,0.45012,62.3575,1.34218e+08,1.34218e+08,1.34218e+08,7
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.413185,0.902381,9.2e-05,29.9005,6.11322,6.07568,18.4654,0.469893,62.4445,1.34218e+08,1.34218e+08,1.34218e+08,7
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.4012,0.902566,9e-05,30.0099,6.12723,6.08816,18.4378,0.431075,62.5046,1.34218e+08,1.34218e+08,1.34218e+08,8
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.434825,0.945532,9.9e-05,30.3742,6.12976,6.08586,18.5495,0.577294,63.2052,1.34218e+08,1.34218e+08,1.34218e+08,8
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.429118,0.906838,9e-05,30.3209,6.14301,6.09002,18.455,0.426138,62.8784,1.34218e+08,1.34218e+08,1.34218e+08,8
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.459092,0.926783,8.7e-05,30.3879,6.12678,6.07926,18.4576,0.432858,62.9855,1.34218e+08,1.34218e+08,1.34218e+08,8
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.462161,0.995781,0.000103,30.1826,6.11456,6.0913,18.4408,0.438971,62.8373,1.34218e+08,1.34218e+08,1.34218e+08,8
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.554881,0.956168,9.5e-05,30.8324,6.13069,6.08384,18.542,0.426504,63.6347,1.34218e+08,1.34218e+08,1.34218e+08,9
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.398755,0.902814,0.000121,30.2321,6.13395,6.07859,18.51,0.424381,62.7908,1.34218e+08,1.34218e+08,1.34218e+08,9
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.401217,0.901271,0.000105,30.4403,6.12621,6.09472,18.6113,0.479665,63.1623,1.34218e+08,1.34218e+08,1.34218e+08,9
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.405345,0.904023,0.000113,30.7263,6.13056,6.09338,18.4681,0.429364,63.2691,1.34218e+08,1.34218e+08,1.34218e+08,9
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.413337,0.965889,8.8e-05,30.1708,6.13322,6.0719,18.5271,0.431133,62.8231,1.34218e+08,1.34218e+08,1.34218e+08,9
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.400924,0.902959,0.000114,30.301,6.12467,6.07178,18.8019,0.433329,63.144,1.34218e+08,1.34218e+08,1.34218e+08,10
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.424,0.907955,0.000113,30.3735,6.1319,6.08861,18.5798,0.425155,63.0367,1.34218e+08,1.34218e+08,1.34218e+08,10
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.429276,1.37129,9.5e-05,33.8061,6.14157,6.10806,18.602,0.445121,67.0357,1.34218e+08,1.34218e+08,1.34218e+08,10
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.397498,0.952925,0.000104,30.7878,6.12061,6.07376,18.4497,0.430553,63.3205,1.34218e+08,1.34218e+08,1.34218e+08,10
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.405123,0.900675,0.000104,31.1869,6.1271,6.08045,18.6436,0.43787,63.8875,1.34218e+08,1.34218e+08,1.34218e+08,10
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.466381,1.24323,0.0001,29.8873,6.12534,6.07699,18.6333,0.438359,63.1226,1.34218e+08,1.34218e+08,1.34218e+08,11
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.400403,1.25043,0.00016,31.4521,6.13987,6.07405,18.7187,0.425841,64.5816,1.34218e+08,1.34218e+08,1.34218e+08,11
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.419353,0.90093,9.1e-05,30.1982,6.12394,6.07085,18.5733,0.424347,62.817,1.34218e+08,1.34218e+08,1.34218e+08,11
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.474958,0.963044,0.00016,30.6229,6.12973,6.07789,18.4726,0.443412,63.3007,1.34218e+08,1.34218e+08,1.34218e+08,11
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.415446,0.900246,9.9e-05,30.5109,6.12704,6.08266,18.4666,0.44212,63.0524,1.34218e+08,1.34218e+08,1.34218e+08,11
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.409026,0.918377,9.4e-05,30.6856,6.13203,6.08326,18.468,0.434468,63.2315,1.34218e+08,1.34218e+08,1.34218e+08,12
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.432295,0.903107,8.7e-05,30.3541,6.12579,6.07728,18.5372,0.430074,62.9667,1.34218e+08,1.34218e+08,1.34218e+08,12
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.421767,0.902735,9.5e-05,30.2903,6.13411,6.10061,18.6396,0.427005,63.0221,1.34218e+08,1.34218e+08,1.34218e+08,12
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.50589,1.03203,9.3e-05,30.5779,6.14022,6.08237,18.4461,0.473815,63.3789,1.34218e+08,1.34218e+08,1.34218e+08,12
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.420547,0.901987,9.4e-05,30.1549,6.12762,6.06966,18.4343,0.431211,62.6435,1.34218e+08,1.34218e+08,1.34218e+08,12
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.466331,0.91384,0.000102,30.1838,6.13453,6.08435,18.4367,0.432199,62.7544,1.34218e+08,1.34218e+08,1.34218e+08,13
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.415458,1.03047,8e-05,29.8832,6.1256,6.08051,18.4313,0.439879,62.5098,1.34218e+08,1.34218e+08,1.34218e+08,13
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.415979,0.901925,9.1e-05,29.9647,6.13034,6.10358,18.434,0.430886,62.4833,1.34218e+08,1.34218e+08,1.34218e+08,13
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.401045,0.902101,9.2e-05,29.9089,6.12768,6.08621,18.6639,0.42507,62.623,1.34218e+08,1.34218e+08,1.34218e+08,13
